duration,src_bytes,dst_bytes,count,protocol_type,service,flag,label,attack_type
587,595962,568684,13,icmp,ssh,S0,0,normal
228,687027,810744,18,tcp,ssh,S0,1,dos
358,795125,355334,11,tcp,http,REJ,0,normal
553,382065,557614,46,tcp,ftp,S0,0,normal
20,625322,965979,47,icmp,ssh,REJ,0,normal
256,753051,988589,14,udp,ssh,RSTO,0,normal
313,1082530,936280,16,icmp,smtp,S0,1,r2l
444,423565,924950,35,udp,smtp,SF,1,probe
204,5953498,971417,36,tcp,smtp,RSTO,1,probe
780,309148,536796,14,icmp,ftp,REJ,0,normal
97,189875,763673,4,icmp,http,SF,0,normal
4,795065,347222,34,tcp,ftp,RSTO,0,normal
423,284163,186369,9,udp,ftp,RSTO,0,normal
218,789962,866912,30,icmp,ssh,REJ,0,normal
258,439211,198252,47,udp,ssh,RSTO,0,normal
950,619496,642664,11,icmp,ssh,SF,0,normal
393,972252,578339,40,tcp,ftp,SF,0,normal
226,255228,582235,20,icmp,http,SF,0,normal
735,166703,913031,40,icmp,ftp,RSTO,0,normal
686,379261,709464,47,udp,ssh,REJ,0,normal
675,966178,429224,26,icmp,ssh,SF,0,normal
678,372558,770372,26,icmp,ftp,S0,0,normal
921,817481,504955,27,udp,http,REJ,0,normal
233,190155,788416,49,icmp,ssh,S0,0,normal
574,8459322,288570,26,udp,smtp,SF,1,dos
930,534467,261466,31,udp,ftp,RSTO,0,normal
428,638028,17661,41,icmp,ssh,SF,0,normal
774,894714,380018,11,udp,smtp,RSTO,0,normal
391,8025375,576414,40,tcp,smtp,REJ,1,dos
916,12814,799221,2,udp,smtp,RSTO,0,normal
758,9658253,729820,25,udp,ssh,REJ,1,probe
409,707929,707371,37,tcp,ssh,RSTO,0,normal
675,253399,822298,30,icmp,http,REJ,0,normal
433,2204409,499235,18,udp,smtp,REJ,1,dos
358,656465,18997,43,udp,ssh,SF,0,normal
846,555740,548975,27,udp,ftp,S0,0,normal
668,537253,2570,9,tcp,http,REJ,0,normal
794,6602608,562167,39,udp,http,S0,1,probe
693,704517,751522,11,udp,ftp,RSTO,0,normal
276,344477,655677,32,udp,ssh,RSTO,0,normal
780,192126,341387,6,udp,ssh,REJ,0,normal
159,158863,313207,11,udp,ssh,RSTO,0,normal
677,771520,951043,0,udp,ssh,S0,0,normal
322,62250,749937,38,udp,smtp,S0,0,normal
629,269342,856552,42,udp,smtp,REJ,0,normal
763,229113,424977,37,icmp,ftp,RSTO,0,normal
345,5222275,789313,42,tcp,smtp,REJ,1,r2l
765,6219057,200250,12,tcp,ftp,RSTO,1,r2l
613,733313,626875,2,icmp,http,RSTO,0,normal
146,649396,528391,46,udp,ssh,SF,0,normal
373,113221,391679,36,udp,http,S0,0,normal
435,746376,50143,6,udp,http,RSTO,1,r2l
724,573971,595402,45,icmp,smtp,REJ,0,normal
343,532739,222292,10,udp,http,REJ,0,normal
899,116009,863383,30,udp,ftp,S0,0,normal
299,702293,29909,5,udp,ssh,RSTO,0,normal
344,315390,215102,29,udp,http,REJ,0,normal
642,439604,587414,2,tcp,ftp,SF,0,normal
342,548900,112098,32,tcp,ftp,RSTO,0,normal
225,226072,862792,19,icmp,smtp,SF,0,normal
736,746118,436240,42,icmp,http,REJ,0,normal
791,596843,955223,46,tcp,smtp,REJ,0,normal
542,688261,262911,16,icmp,http,REJ,0,normal
856,6215063,519753,38,udp,smtp,RSTO,1,dos
1,1757580,24872,44,tcp,ftp,REJ,1,dos
676,928486,300409,1,udp,ftp,REJ,0,normal
266,576852,344387,16,tcp,ftp,RSTO,0,normal
343,5616,222859,35,tcp,ftp,RSTO,0,normal
574,511843,344341,27,tcp,smtp,SF,0,normal
757,41115,353124,23,icmp,smtp,REJ,0,normal
632,830183,371375,48,icmp,ftp,REJ,0,normal
415,790760,848940,30,udp,http,REJ,0,normal
42,105614,579368,37,udp,ssh,REJ,0,normal
426,521372,688271,7,udp,smtp,S0,0,normal
220,805691,529205,8,udp,http,S0,0,normal
790,451738,356932,8,icmp,ftp,REJ,0,normal
795,290539,784304,33,tcp,smtp,S0,0,normal
844,3832876,79454,24,icmp,smtp,REJ,1,probe
697,118181,616083,37,udp,smtp,RSTO,0,normal
840,348417,580930,31,icmp,smtp,S0,0,normal
103,422767,31842,33,icmp,ftp,S0,0,normal
710,328032,939899,36,tcp,ftp,S0,0,normal
361,191546,653215,17,udp,http,REJ,0,normal
542,2089852,764687,43,icmp,http,S0,1,dos
858,1170482,334160,40,udp,smtp,S0,1,probe
818,462481,624933,24,icmp,smtp,REJ,0,normal
181,797622,207105,43,icmp,smtp,S0,0,normal
368,6078058,230267,42,udp,smtp,SF,1,probe
998,848414,528755,17,udp,http,SF,0,normal
62,732674,569169,4,udp,ftp,RSTO,0,normal
798,428439,558182,7,udp,http,S0,0,normal
252,625130,258897,43,tcp,http,S0,0,normal
847,338546,35371,24,udp,ftp,S0,0,normal
14,421807,83432,20,udp,smtp,RSTO,0,normal
307,623058,311139,35,icmp,smtp,S0,0,normal
928,248278,855319,8,tcp,http,RSTO,0,normal
34,137772,84117,39,tcp,ftp,REJ,0,normal
660,773328,248507,11,udp,smtp,REJ,0,normal
308,571019,339959,17,tcp,http,RSTO,0,normal
557,717372,832012,6,tcp,ftp,RSTO,0,normal
24,600057,352416,42,tcp,ftp,REJ,0,normal
969,544075,449464,27,tcp,http,SF,0,normal
511,252649,33451,16,tcp,ssh,REJ,0,normal
578,163688,288597,15,tcp,ssh,S0,0,normal
628,9171231,352009,23,tcp,http,SF,1,r2l
56,181382,739705,11,tcp,smtp,RSTO,0,normal
851,547505,475862,46,tcp,smtp,RSTO,0,normal
501,4155687,903385,10,tcp,ssh,REJ,1,r2l
630,900192,897189,32,icmp,ftp,SF,0,normal
348,524777,797182,7,icmp,ssh,SF,0,normal
591,198067,78879,35,icmp,http,SF,0,normal
859,92462,497321,5,udp,smtp,S0,0,normal
201,7758197,510985,18,udp,smtp,S0,1,probe
749,358131,842264,19,tcp,http,RSTO,0,normal
545,729241,57604,10,tcp,smtp,S0,0,normal
764,546451,937068,16,udp,http,S0,0,normal
109,323864,544111,33,udp,ssh,REJ,1,r2l
970,695867,351881,34,icmp,ssh,SF,0,normal
557,837317,934325,12,tcp,ftp,REJ,0,normal
597,767723,499121,35,icmp,http,REJ,0,normal
926,4352306,768277,8,udp,http,RSTO,1,r2l
835,133141,706018,21,icmp,ftp,SF,0,normal
201,762884,600046,49,udp,ssh,REJ,0,normal
759,567021,263550,4,tcp,smtp,REJ,0,normal
286,305816,803483,18,tcp,ssh,REJ,0,normal
546,217640,215871,38,icmp,http,RSTO,0,normal
614,564835,466811,15,tcp,ssh,S0,0,normal
854,596559,813112,32,udp,smtp,SF,0,normal
839,210054,556588,19,udp,http,S0,0,normal
119,2713494,151319,27,tcp,http,S0,1,probe
378,833177,413236,19,udp,http,S0,0,normal
131,98382,42173,3,udp,smtp,REJ,0,normal
136,4359115,177379,33,udp,smtp,REJ,1,r2l
703,4210768,874651,42,icmp,http,RSTO,1,dos
64,418467,891666,3,udp,ssh,SF,0,normal
210,56481,670392,43,icmp,ssh,REJ,0,normal
494,893721,329754,48,tcp,http,REJ,0,normal
546,645727,64234,33,tcp,ssh,REJ,0,normal
838,786280,993135,31,udp,ssh,SF,0,normal
762,769502,123357,9,icmp,ftp,RSTO,0,normal
815,610715,359243,7,icmp,http,REJ,0,normal
454,581876,242271,19,tcp,ftp,S0,0,normal
947,262551,434292,23,icmp,smtp,S0,0,normal
769,8883628,919514,7,udp,http,REJ,1,dos
671,955051,150724,46,udp,smtp,SF,0,normal
742,681220,648557,28,udp,ssh,RSTO,0,normal
461,365157,561213,18,tcp,ssh,S0,0,normal
661,329925,772211,49,tcp,smtp,RSTO,0,normal
10,227955,920389,3,icmp,smtp,RSTO,0,normal
368,273060,510648,22,tcp,ssh,S0,0,normal
384,502477,8808,24,udp,ssh,RSTO,0,normal
937,960085,598891,34,udp,ftp,REJ,0,normal
83,9808975,246587,1,icmp,ftp,SF,1,dos
298,9209933,371259,40,tcp,http,SF,1,probe
860,582866,805866,39,udp,ftp,RSTO,0,normal
457,595043,568428,33,udp,smtp,REJ,0,normal
88,325324,969071,43,icmp,ssh,S0,0,normal
452,445263,831822,21,tcp,smtp,RSTO,0,normal
231,390648,440667,33,icmp,smtp,RSTO,0,normal
657,327132,747910,39,udp,http,SF,0,normal
19,580548,589622,38,udp,ftp,S0,0,normal
691,588014,184687,13,udp,ftp,SF,0,normal
682,167711,871561,23,icmp,ssh,SF,0,normal
690,618950,986883,22,udp,ssh,S0,0,normal
374,746105,418551,0,tcp,smtp,REJ,0,normal
836,3107497,869998,13,icmp,smtp,S0,1,dos
682,710709,473518,42,icmp,ssh,S0,0,normal
886,994733,70352,9,tcp,smtp,SF,1,r2l
533,398866,875224,7,tcp,ssh,RSTO,0,normal
315,2267526,586195,30,udp,smtp,SF,1,probe
830,4538139,171885,16,icmp,ssh,SF,1,dos
725,376920,277875,41,udp,ftp,SF,0,normal
200,231769,755567,45,icmp,ftp,S0,0,normal
142,5016,982019,29,icmp,smtp,S0,0,normal
686,649159,796082,22,icmp,ssh,RSTO,0,normal
206,910462,472504,13,icmp,smtp,REJ,0,normal
90,57290,142089,42,udp,smtp,S0,0,normal
138,587082,415370,3,tcp,ssh,RSTO,0,normal
613,523889,728532,12,udp,ftp,RSTO,0,normal
139,7786867,262550,44,icmp,smtp,RSTO,1,dos
779,288508,845029,33,udp,ssh,REJ,0,normal
616,105190,958085,12,tcp,http,RSTO,0,normal
624,75019,768154,14,udp,ssh,REJ,0,normal
797,279077,367223,21,udp,http,REJ,0,normal
845,607536,470924,44,tcp,smtp,REJ,0,normal
325,386114,59711,29,icmp,http,SF,0,normal
724,374331,538103,22,tcp,smtp,REJ,0,normal
103,40687,866020,7,icmp,ftp,S0,0,normal
276,579974,338386,37,icmp,ssh,RSTO,0,normal
551,601117,596300,13,icmp,smtp,SF,0,normal
309,850694,152605,30,udp,ftp,RSTO,0,normal
176,81792,905387,46,icmp,ftp,RSTO,0,normal
946,337336,54253,38,icmp,http,REJ,0,normal
499,254932,728534,25,udp,ssh,RSTO,0,normal
620,220978,390050,43,udp,ssh,S0,0,normal
221,926047,111981,8,tcp,ftp,S0,0,normal
201,10011,340992,48,udp,ftp,SF,0,normal
824,199488,396961,11,udp,http,SF,0,normal
789,213022,864140,16,tcp,http,SF,0,normal
271,329393,473862,31,udp,ftp,SF,0,normal
650,292988,536875,0,icmp,ftp,REJ,0,normal
881,520301,500869,16,tcp,ftp,RSTO,0,normal
678,670410,842536,28,icmp,ssh,SF,0,normal
815,789935,449376,13,tcp,ftp,REJ,0,normal
958,320473,214169,40,tcp,http,S0,0,normal
316,988994,159278,39,udp,ssh,S0,0,normal
43,1122,135592,36,tcp,ftp,RSTO,0,normal
926,8363077,319043,42,tcp,ssh,S0,1,probe
425,744620,949641,16,tcp,http,REJ,0,normal
130,877454,22124,42,icmp,ftp,SF,0,normal
306,499068,283235,31,icmp,http,RSTO,0,normal
113,672004,306662,26,tcp,http,S0,0,normal
900,228715,839307,45,icmp,smtp,RSTO,0,normal
53,808273,167568,26,icmp,http,REJ,0,normal
574,332374,613791,25,icmp,http,S0,0,normal
502,971016,226404,10,tcp,http,REJ,0,normal
705,561864,90008,12,udp,http,SF,0,normal
762,314259,235146,28,udp,ftp,SF,0,normal
957,445690,397206,15,tcp,http,REJ,0,normal
267,783141,166590,8,udp,smtp,REJ,0,normal
614,649507,874736,40,udp,smtp,RSTO,0,normal
865,55673,239204,28,icmp,http,RSTO,0,normal
137,231464,440075,9,udp,smtp,RSTO,0,normal
974,195707,979590,30,tcp,ftp,S0,0,normal
862,192394,223931,8,icmp,http,S0,0,normal
45,326154,169114,7,udp,ssh,SF,0,normal
347,403627,676817,37,tcp,smtp,SF,0,normal
163,308467,841166,31,tcp,smtp,RSTO,0,normal
329,7799569,570901,9,tcp,smtp,RSTO,1,r2l
986,3162038,117742,26,tcp,ftp,RSTO,1,r2l
180,650772,689733,34,udp,smtp,SF,0,normal
978,426405,463967,5,icmp,ftp,S0,0,normal
283,4452071,215761,0,tcp,ssh,SF,1,probe
573,975850,514290,39,icmp,ftp,S0,0,normal
763,296890,991650,3,icmp,http,SF,0,normal
212,247772,437810,14,icmp,ftp,RSTO,0,normal
189,2675497,591972,0,udp,ssh,REJ,1,probe
421,662601,951838,33,tcp,ssh,SF,0,normal
390,476694,394513,45,tcp,ssh,REJ,0,normal
821,404365,491505,8,icmp,ftp,SF,0,normal
559,207371,390441,48,udp,ftp,SF,0,normal
71,457093,555356,6,udp,ftp,RSTO,0,normal
326,630010,819018,22,udp,http,RSTO,0,normal
391,686648,132764,9,icmp,ftp,RSTO,0,normal
660,148258,711330,4,tcp,ftp,SF,0,normal
980,109558,811932,41,tcp,ssh,RSTO,0,normal
166,561409,49483,28,icmp,smtp,REJ,0,normal
728,888405,365689,23,udp,ssh,REJ,0,normal
630,7170050,164667,42,icmp,ssh,RSTO,1,r2l
490,172565,348010,13,icmp,smtp,S0,0,normal
637,943478,559991,2,udp,ssh,S0,0,normal
841,148337,862452,25,tcp,http,S0,0,normal
442,9289910,15533,8,udp,http,REJ,1,probe
137,568651,10380,39,udp,http,SF,0,normal
658,280084,999803,24,icmp,ftp,SF,0,normal
518,173468,845947,44,udp,smtp,SF,0,normal
137,70459,526712,1,icmp,ssh,S0,0,normal
339,311200,527319,26,udp,http,REJ,0,normal
307,71945,192056,33,tcp,ftp,RSTO,0,normal
612,856102,795080,20,udp,ssh,S0,0,normal
536,764877,698213,37,udp,ssh,SF,0,normal
640,959265,671523,49,icmp,smtp,REJ,0,normal
199,275993,507678,49,icmp,ftp,RSTO,0,normal
337,607346,782844,4,udp,ftp,REJ,0,normal
409,803803,189394,35,tcp,smtp,S0,0,normal
807,3336580,456473,28,tcp,ftp,SF,1,probe
398,543427,706137,46,udp,smtp,SF,0,normal
313,479868,72669,36,icmp,smtp,RSTO,0,normal
459,419590,306114,44,tcp,smtp,REJ,1,dos
100,974586,47421,25,icmp,ssh,S0,0,normal
691,426972,796138,37,icmp,smtp,S0,0,normal
895,830614,809179,2,tcp,ftp,RSTO,0,normal
204,308840,152723,24,tcp,http,RSTO,0,normal
975,103817,772297,18,icmp,smtp,SF,0,normal
544,336688,149269,40,icmp,ftp,RSTO,0,normal
293,805390,137565,10,udp,smtp,SF,0,normal
964,486736,410124,10,udp,smtp,S0,0,normal
143,767885,36527,13,icmp,http,S0,0,normal
705,755278,673026,33,udp,http,REJ,0,normal
741,461769,938209,26,udp,ssh,S0,0,normal
650,991918,497156,17,udp,smtp,S0,1,dos
257,802697,249120,21,icmp,ftp,REJ,0,normal
721,253017,452488,4,tcp,ftp,SF,0,normal
757,6261059,60752,28,tcp,ftp,SF,1,probe
46,898196,942615,32,udp,http,REJ,0,normal
393,747586,160171,43,tcp,ssh,RSTO,0,normal
153,782675,330925,2,icmp,smtp,SF,0,normal
300,114642,933623,21,udp,http,RSTO,0,normal
652,542911,960986,21,tcp,smtp,RSTO,0,normal
379,541027,221614,4,udp,ftp,S0,0,normal
139,219119,119583,40,icmp,http,S0,0,normal
160,418817,529234,31,tcp,http,RSTO,0,normal
227,458374,701396,32,icmp,smtp,SF,0,normal
415,161017,999853,21,icmp,ssh,SF,0,normal
595,522708,181350,43,icmp,smtp,RSTO,0,normal
828,335769,126801,17,tcp,http,S0,0,normal
311,823820,307392,26,icmp,ftp,S0,0,normal
815,576975,131211,30,icmp,ssh,REJ,0,normal
887,516160,631607,47,udp,ssh,SF,0,normal
495,694928,356852,25,icmp,smtp,RSTO,0,normal
0,245765,882577,33,icmp,ftp,S0,0,normal
440,988542,138754,41,tcp,ssh,REJ,0,normal
392,54027,702771,8,udp,http,REJ,0,normal
736,5974372,123793,18,icmp,ssh,RSTO,1,dos
487,926165,487307,42,icmp,http,SF,0,normal
756,435450,916977,39,udp,ftp,SF,0,normal
111,663361,447931,9,udp,ssh,SF,0,normal
273,725263,7189,34,udp,smtp,REJ,1,probe
727,307444,633509,43,tcp,http,RSTO,0,normal
757,966063,536529,1,udp,smtp,RSTO,0,normal
901,3401294,98515,8,udp,ssh,RSTO,1,probe
216,443874,717582,8,udp,http,RSTO,0,normal
908,541977,679983,33,tcp,ssh,S0,0,normal
449,683706,752901,36,udp,ssh,RSTO,0,normal
644,171965,723773,18,tcp,http,S0,0,normal
42,87262,951537,11,udp,ftp,S0,0,normal
887,25668,922232,8,icmp,ssh,S0,0,normal
102,800151,217399,27,tcp,ssh,RSTO,1,probe
196,745741,630399,48,icmp,ftp,REJ,0,normal
157,4710425,580770,2,udp,smtp,RSTO,1,r2l
128,982269,277623,1,icmp,smtp,S0,0,normal
977,9209787,905417,9,icmp,ftp,SF,1,probe
193,32555,889428,43,udp,ftp,RSTO,0,normal
418,769642,190618,8,tcp,ftp,RSTO,0,normal
115,305238,272842,30,tcp,http,RSTO,0,normal
688,731173,827687,41,tcp,ssh,RSTO,0,normal
40,106364,779043,5,udp,ssh,REJ,0,normal
232,272187,968349,39,icmp,ftp,S0,0,normal
523,395937,382225,12,tcp,http,RSTO,0,normal
635,414068,669709,32,tcp,ssh,RSTO,0,normal
1,274433,79286,47,udp,ssh,REJ,0,normal
882,449001,328419,4,udp,smtp,S0,0,normal
753,8209152,489752,12,icmp,ftp,RSTO,1,r2l
292,164204,716272,45,icmp,ssh,S0,0,normal
152,1437970,863508,39,tcp,ftp,SF,1,dos
869,350907,498910,43,udp,http,S0,0,normal
965,967178,552023,38,tcp,ssh,REJ,0,normal
532,642445,852132,19,udp,http,SF,0,normal
307,275279,214726,29,udp,http,SF,0,normal
924,233907,231001,10,icmp,ssh,RSTO,0,normal
496,930529,141749,33,udp,ftp,REJ,0,normal
868,519561,438215,49,icmp,ftp,SF,0,normal
179,899469,366908,24,tcp,smtp,SF,0,normal
253,690276,716606,44,icmp,ssh,S0,0,normal
254,277116,471924,19,icmp,http,RSTO,0,normal
145,826550,325547,18,icmp,smtp,SF,0,normal
64,872022,14444,36,udp,ssh,S0,0,normal
328,125366,989875,44,udp,ssh,RSTO,0,normal
485,655136,81771,0,tcp,ssh,S0,0,normal
582,917270,977934,45,udp,ssh,SF,0,normal
361,957562,547415,28,tcp,ssh,RSTO,0,normal
374,941469,192817,30,icmp,ftp,REJ,0,normal
873,759873,199588,4,icmp,http,RSTO,0,normal
959,285298,619989,15,udp,smtp,RSTO,0,normal
985,494763,597617,8,tcp,http,RSTO,0,normal
478,122994,180363,37,udp,ftp,RSTO,0,normal
749,493716,220075,32,tcp,ftp,SF,0,normal
39,651464,758364,41,tcp,http,SF,0,normal
698,995993,775996,28,tcp,smtp,S0,0,normal
619,57206,20376,27,udp,ssh,REJ,0,normal
733,855790,608085,11,tcp,ftp,RSTO,0,normal
125,160464,598321,49,udp,smtp,REJ,0,normal
269,787945,634170,28,tcp,http,S0,0,normal
564,2411655,214131,24,udp,smtp,S0,1,dos
70,548161,439166,7,tcp,http,S0,0,normal
442,744582,120244,18,tcp,smtp,RSTO,0,normal
21,761215,785418,12,tcp,http,SF,0,normal
48,749227,116472,10,udp,smtp,SF,0,normal
442,367853,85672,1,udp,ssh,SF,0,normal
397,280088,820228,21,icmp,ftp,REJ,0,normal
595,208752,395628,8,tcp,ssh,SF,0,normal
483,799738,481380,15,udp,ftp,SF,0,normal
707,14651,56229,7,tcp,http,SF,0,normal
671,964118,347479,14,udp,http,S0,0,normal
713,9289731,215828,2,udp,http,SF,1,r2l
52,317901,497366,0,udp,smtp,REJ,0,normal
500,749590,469509,38,udp,ftp,REJ,0,normal
583,364599,494550,3,tcp,http,S0,0,normal
231,903940,98215,13,udp,http,S0,0,normal
929,712263,810479,5,udp,smtp,SF,0,normal
829,7496973,551048,3,tcp,ssh,S0,1,probe
403,170484,785852,9,icmp,http,SF,0,normal
820,1300348,449407,10,tcp,smtp,S0,1,probe
957,84711,494174,40,tcp,http,S0,0,normal
345,9894428,534824,15,icmp,ftp,SF,1,probe
67,2931755,692177,34,icmp,smtp,RSTO,1,probe
158,509469,250190,35,tcp,smtp,S0,0,normal
422,2192540,913234,16,icmp,ftp,REJ,1,r2l
833,848205,733169,36,icmp,ssh,RSTO,0,normal
831,122473,162083,34,udp,http,RSTO,0,normal
374,658103,193104,12,icmp,ftp,RSTO,0,normal
928,366125,623029,20,udp,smtp,SF,0,normal
386,41506,433258,15,udp,ssh,S0,0,normal
796,851876,831191,26,tcp,ftp,S0,0,normal
678,934011,135346,41,udp,smtp,REJ,0,normal
131,804237,347127,47,icmp,ftp,RSTO,0,normal
624,7106223,99675,42,udp,smtp,S0,1,r2l
115,628057,936314,17,udp,ftp,REJ,0,normal
847,581033,370301,47,icmp,http,REJ,0,normal
509,318175,276471,21,udp,ssh,S0,0,normal
10,5405254,896860,22,udp,smtp,RSTO,1,dos
612,678505,564636,43,udp,ftp,REJ,0,normal
985,674694,576847,27,tcp,ssh,REJ,0,normal
216,7934549,136713,42,icmp,ftp,RSTO,1,probe
156,6054052,161321,32,icmp,ftp,SF,1,dos
380,4711,302153,48,tcp,http,REJ,0,normal
384,98968,971777,28,icmp,smtp,SF,0,normal
980,281155,650965,28,udp,http,REJ,0,normal
170,772795,814191,13,udp,ssh,REJ,0,normal
88,775573,876717,12,tcp,ssh,S0,0,normal
796,6654276,113637,18,udp,smtp,RSTO,1,dos
146,700302,588882,28,tcp,http,RSTO,0,normal
469,601439,819198,13,tcp,ftp,S0,0,normal
874,147712,281379,3,udp,http,SF,0,normal
620,552086,830390,25,tcp,http,REJ,0,normal
708,621344,887668,42,icmp,http,SF,0,normal
648,561723,342910,26,icmp,smtp,S0,0,normal
67,824588,613743,20,udp,http,SF,0,normal
936,542598,551793,16,tcp,http,REJ,0,normal
504,140710,189588,38,udp,smtp,S0,0,normal
68,306919,432518,2,tcp,ftp,REJ,0,normal
857,340658,232301,25,tcp,http,S0,0,normal
195,725026,956713,19,tcp,ftp,REJ,0,normal
523,472053,145929,21,tcp,ssh,S0,0,normal
667,1653294,179777,3,icmp,ssh,REJ,1,r2l
241,847268,639281,33,udp,ftp,RSTO,0,normal
636,174496,932117,33,tcp,ssh,RSTO,0,normal
338,208528,531737,33,icmp,smtp,RSTO,0,normal
350,2305939,900432,22,tcp,ssh,SF,1,r2l
874,687585,567678,15,udp,smtp,REJ,0,normal
204,8650283,325841,1,tcp,ssh,REJ,1,r2l
343,140554,648458,34,udp,ftp,S0,0,normal
817,918776,334970,40,tcp,ssh,SF,0,normal
639,261881,29500,28,icmp,ftp,S0,0,normal
316,401483,46704,41,udp,http,SF,0,normal
204,191649,428025,41,icmp,smtp,RSTO,0,normal
333,76057,878611,15,tcp,smtp,S0,0,normal
212,317367,634598,34,tcp,ftp,REJ,0,normal
450,825498,950834,30,udp,smtp,SF,0,normal
549,644007,946422,45,udp,smtp,S0,0,normal
16,817884,604262,13,tcp,http,RSTO,0,normal
866,349038,973714,25,tcp,ssh,REJ,0,normal
476,732720,66970,11,tcp,ftp,REJ,0,normal
14,723590,754738,13,udp,smtp,SF,0,normal
29,135898,351401,28,tcp,http,RSTO,0,normal
76,993543,132625,27,tcp,http,RSTO,0,normal
410,237451,945780,3,udp,smtp,REJ,0,normal
232,17343,263891,29,udp,smtp,SF,0,normal
536,326609,91398,6,tcp,ssh,REJ,0,normal
595,279231,228370,0,udp,ssh,SF,0,normal
932,131217,654171,35,icmp,ftp,SF,0,normal
498,320261,289323,41,udp,ssh,REJ,0,normal
899,689947,757881,14,tcp,http,SF,0,normal
169,537843,678949,20,icmp,http,SF,0,normal
262,826430,393578,23,tcp,http,REJ,0,normal
877,19950,950535,46,udp,http,SF,0,normal
115,9358822,765233,41,udp,ftp,RSTO,1,r2l
96,333902,285972,18,icmp,ssh,RSTO,0,normal
102,2162807,910194,40,icmp,http,RSTO,1,r2l
456,714902,157105,25,icmp,ssh,REJ,0,normal
422,473912,38964,34,tcp,ftp,SF,0,normal
436,650387,905571,15,icmp,smtp,SF,0,normal
977,738412,751671,17,icmp,ssh,SF,1,dos
136,689500,570708,25,icmp,smtp,REJ,0,normal
315,268138,140689,48,udp,ssh,REJ,0,normal
605,83354,449865,22,tcp,smtp,RSTO,0,normal
479,701679,947325,30,icmp,smtp,SF,0,normal
596,519804,927602,49,icmp,ssh,RSTO,0,normal
4,580656,947805,37,udp,smtp,REJ,0,normal
350,839009,210946,33,icmp,smtp,RSTO,0,normal
593,423783,74482,25,icmp,ssh,RSTO,1,r2l
834,442131,606026,15,udp,ftp,S0,0,normal
665,601869,485904,10,tcp,ssh,REJ,1,dos
127,4039788,722193,35,icmp,ssh,RSTO,1,dos
731,895567,163677,24,udp,http,REJ,0,normal
647,754340,773298,14,icmp,ftp,S0,0,normal
142,405215,825143,12,udp,ftp,SF,0,normal
292,669950,4944,14,icmp,ftp,RSTO,0,normal
198,898628,507523,43,udp,http,RSTO,0,normal
399,200636,235096,10,icmp,smtp,REJ,0,normal
627,596468,644453,7,tcp,smtp,REJ,0,normal
736,333686,866203,22,udp,ftp,SF,0,normal
280,399277,559507,12,udp,http,REJ,0,normal
201,526609,104334,8,udp,ssh,REJ,0,normal
556,5225698,330745,27,udp,ftp,RSTO,1,probe
651,403252,125618,8,udp,ftp,REJ,0,normal
720,197326,803792,44,tcp,ftp,S0,0,normal
838,7800649,788041,29,icmp,smtp,RSTO,1,dos
967,204601,175000,8,tcp,http,RSTO,1,r2l
592,362748,470636,5,udp,ftp,RSTO,0,normal
524,753458,527790,14,icmp,ssh,REJ,0,normal
847,587249,509755,12,udp,ftp,RSTO,0,normal
185,782464,435391,33,tcp,http,SF,0,normal
299,643633,211715,2,icmp,smtp,SF,0,normal
855,199894,71560,11,icmp,ftp,REJ,0,normal
741,506995,157225,4,tcp,smtp,SF,0,normal
570,9134858,624283,14,icmp,ftp,REJ,1,dos
374,328350,848515,46,icmp,smtp,RSTO,0,normal
818,842249,880099,29,icmp,http,S0,0,normal
894,8138409,437785,36,icmp,ssh,REJ,1,r2l
939,994990,646072,12,udp,smtp,REJ,0,normal
595,149065,799090,49,tcp,http,RSTO,0,normal
996,227659,938090,1,icmp,ssh,RSTO,0,normal
988,231835,970999,28,tcp,ftp,S0,0,normal
173,150149,628235,49,udp,smtp,S0,0,normal
599,319379,691129,12,icmp,ssh,S0,0,normal
879,2068545,589189,9,udp,ftp,REJ,1,probe
158,349083,995950,24,icmp,smtp,RSTO,0,normal
157,948641,761952,36,icmp,smtp,REJ,0,normal
747,46887,872025,1,udp,ftp,RSTO,0,normal
420,534117,282936,36,tcp,ftp,S0,0,normal
800,451300,698593,0,icmp,smtp,REJ,0,normal
311,768305,731661,23,udp,ssh,RSTO,0,normal
793,307359,385814,8,tcp,http,RSTO,0,normal
663,4253903,697631,23,tcp,ssh,SF,1,dos
617,554813,194888,7,udp,http,REJ,0,normal
487,999063,613978,17,udp,smtp,S0,0,normal
619,2177610,308765,16,udp,ftp,REJ,1,probe
888,349506,139710,7,udp,smtp,REJ,0,normal
407,694312,926687,8,icmp,smtp,REJ,0,normal
477,594238,403305,26,udp,ftp,S0,0,normal
15,768333,390752,49,tcp,smtp,RSTO,0,normal
563,930368,919528,21,tcp,ftp,S0,0,normal
102,950889,19965,29,tcp,ssh,REJ,0,normal
575,337506,605120,45,tcp,smtp,REJ,0,normal
547,274611,399860,46,udp,http,REJ,0,normal
183,151148,473511,9,tcp,http,S0,0,normal
920,575357,933669,35,udp,ftp,RSTO,0,normal
946,936454,209484,4,tcp,http,REJ,0,normal
164,317839,848808,17,tcp,smtp,RSTO,0,normal
929,68971,584673,25,tcp,smtp,REJ,0,normal
116,6007883,106477,13,udp,ftp,S0,1,r2l
262,662465,375408,11,udp,ssh,S0,0,normal
955,319529,613288,8,tcp,ftp,RSTO,0,normal
